                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
            Kepler-1548 b,            Kepler-1548,      1,      1,    unknown,  2.640,   unknown, 5706.00,   0.97, 872.2790000
            Kepler-1549 b,            Kepler-1549,      1,      1,    unknown,  2.570,   unknown, 5324.00,   0.84, 803.0520000
             Kepler-155 b,             Kepler-155,      1,      2,   0.056000,  2.090,   unknown, 4508.00,   0.62, 293.4990000
             Kepler-155 c,             Kepler-155,      1,      2,   0.242000,  2.240,   unknown, 4508.00,   0.62, 293.4990000
            Kepler-1550 b,            Kepler-1550,      1,      1,    unknown,  3.020,   unknown, 5991.00,   1.11,1179.0100000
            Kepler-1551 b,            Kepler-1551,      1,      1,    unknown,  2.660,   unknown, 6136.00,   1.22,1463.7200000
            Kepler-1552 b,            Kepler-1552,      1,      1,    unknown,  2.470,   unknown, 5202.00,   0.78, 769.0960000
            Kepler-1553 b,            Kepler-1553,      1,      1,    unknown,  1.150,   unknown, 5288.00,   0.81, 692.5940000
            Kepler-1554 b,            Kepler-1554,      1,      1,    unknown,  2.900,   unknown, 5297.00,   0.81, 946.8470000
            Kepler-1555 b,            Kepler-1555,      1,      1,    unknown,  1.610,   unknown, 5866.00,   1.06,2013.2700000
            Kepler-1556 b,            Kepler-1556,      1,      1,    unknown,  1.960,   unknown, 5608.00,   0.95, 944.5400000
            Kepler-1557 b,            Kepler-1557,      1,      1,    unknown,  1.530,   unknown, 6099.00,   1.17,1380.1600000
            Kepler-1558 b,            Kepler-1558,      1,      1,    unknown,  0.680,   unknown, 5101.00,   0.79, 325.7370000
            Kepler-1559 b,            Kepler-1559,      1,      1,    unknown,  0.720,   unknown, 5316.00,   0.82, 614.8270000
             Kepler-156 b,             Kepler-156,      1,      2,   0.054000,  2.300,   unknown, 5094.00,   0.81, 443.4830000
             Kepler-156 c,             Kepler-156,      1,      2,   0.117000,  2.550,   unknown, 5094.00,   0.81, 443.4830000
            Kepler-1560 b,            Kepler-1560,      1,      1,    unknown,  0.890,   unknown, 5815.00,   1.02, 502.4970000
            Kepler-1561 b,            Kepler-1561,      1,      1,    unknown,  1.090,   unknown, 5957.00,   1.11, 839.0760000
            Kepler-1562 b,            Kepler-1562,      1,      1,    unknown,  3.550,   unknown, 5760.00,   1.05,2060.7200000
            Kepler-1563 b,            Kepler-1563,      1,      1,    unknown,  0.750,   unknown, 5765.00,   0.99, 616.6970000
            Kepler-1564 b,            Kepler-1564,      1,      1,    unknown,  1.470,   unknown, 5528.00,   0.90, 908.8050000
            Kepler-1565 b,            Kepler-1565,      1,      1,    unknown,  1.190,   unknown, 4940.00,   0.73, 629.9300000
            Kepler-1566 b,            Kepler-1566,      1,      1,    unknown,  0.790,   unknown, 5254.00,   0.81, 466.5860000
            Kepler-1567 b,            Kepler-1567,      1,      1,    unknown,  2.730,   unknown, 5655.00,   0.93,1206.1100000
            Kepler-1568 b,            Kepler-1568,      1,      1,    unknown,  1.300,   unknown, 5956.00,   1.19, 916.3130000
            Kepler-1569 b,            Kepler-1569,      1,      1,    unknown,  1.680,   unknown, 6319.00,   1.40, 945.4540000
             Kepler-157 b,             Kepler-157,      1,      3,   0.028000,  1.320,   unknown, 5774.00,   1.04, 773.7130000
             Kepler-157 c,             Kepler-157,      1,      3,   0.110000,  2.240,   unknown, 5774.00,   1.04, 773.7130000
             Kepler-157 d,             Kepler-157,      1,      3,    unknown,  1.460,   unknown, 5866.00,   1.03, 773.7130000
            Kepler-1570 b,            Kepler-1570,      1,      1,    unknown,  1.070,   unknown, 5550.00,   0.89, 918.9950000
            Kepler-1571 b,            Kepler-1571,      1,      1,    unknown,  1.520,   unknown, 6297.00,   1.39, 675.3030000
            Kepler-1572 b,            Kepler-1572,      1,      1,    unknown,  0.940,   unknown, 5618.00,   0.95, 946.6020000
            Kepler-1573 b,            Kepler-1573,      1,      1,    unknown,  1.200,   unknown, 5808.00,   1.00,1455.3600000
            Kepler-1574 b,            Kepler-1574,      1,      1,    unknown,  1.290,   unknown, 5892.00,   1.08,1384.1600000
            Kepler-1575 b,            Kepler-1575,      1,      1,    unknown,  1.310,   unknown, 5667.00,   0.92,1246.9200000
            Kepler-1576 b,            Kepler-1576,      1,      1,    unknown,  1.040,   unknown, 5876.00,   1.06, 460.9100000
            Kepler-1577 b,            Kepler-1577,      1,      1,    unknown,  1.130,   unknown, 4862.00,   0.74, 510.0290000
            Kepler-1578 b,            Kepler-1578,      1,      1,    unknown,  1.040,   unknown, 5545.00,   0.86,1064.0500000
            Kepler-1579 b,            Kepler-1579,      1,      1,    unknown,  0.840,   unknown, 4584.00,   0.70,     unknown
             Kepler-158 b,             Kepler-158,      1,      2,   0.111000,  2.120,   unknown, 4623.00,   0.62, 315.1770000
             Kepler-158 c,             Kepler-158,      1,      2,   0.158000,  1.900,   unknown, 4623.00,   0.62, 315.1770000
            Kepler-1580 b,            Kepler-1580,      1,      1,    unknown,  2.110,   unknown, 6228.00,   2.15,1002.0200000
            Kepler-1581 b,            Kepler-1581,      1,      1,    unknown,  0.800,   unknown, 6022.00,   1.23, 493.1750000
            Kepler-1583 b,            Kepler-1583,      1,      1,    unknown,  0.600,   unknown, 5645.00,   0.91, 403.9330000
            Kepler-1584 b,            Kepler-1584,      1,      1,    unknown,  1.610,   unknown, 6069.00,   1.13,1416.3100000
            Kepler-1585 b,            Kepler-1585,      1,      1,    unknown,  1.790,   unknown, 5538.00,   0.91, 944.4650000
            Kepler-1586 b,            Kepler-1586,      1,      1,    unknown,  1.520,   unknown, 6681.00,   1.75, 552.5500000
            Kepler-1587 b,            Kepler-1587,      1,      1,    unknown,  1.330,   unknown, 5933.00,   1.22,1026.4800000
            Kepler-1588 b,            Kepler-1588,      1,      1,    unknown,  0.760,   unknown, 5817.00,   0.99, 924.1410000
            Kepler-1589 b,            Kepler-1589,      1,      1,    unknown,  1.090,   unknown, 6166.00,   1.25,1513.1400000
             Kepler-159 b,             Kepler-159,      1,      2,   0.082000,  2.380,   unknown, 4625.00,   0.66, 373.7440000
             Kepler-159 c,             Kepler-159,      1,      2,   0.218000,  3.410,   unknown, 4625.00,   0.66, 373.7440000
            Kepler-1590 b,            Kepler-1590,      1,      1,    unknown,  1.140,   unknown, 6053.00,   1.16, 771.1520000
            Kepler-1591 b,            Kepler-1591,      1,      1,    unknown,  1.270,   unknown, 6082.00,   1.16,1419.5800000
            Kepler-1592 b,            Kepler-1592,      1,      1,    unknown,  1.540,   unknown, 6213.00,   1.28,1639.4700000
            Kepler-1593 b,            Kepler-1593,      1,      1,    unknown,  3.170,   unknown, 4995.00,   0.77, 638.2490000
            Kepler-1594 b,            Kepler-1594,      1,      1,    unknown,  1.060,   unknown, 5946.00,   1.08, 976.8680000
            Kepler-1595 b,            Kepler-1595,      1,      1,    unknown,  1.230,   unknown, 5203.00,   0.80, 845.0220000
            Kepler-1596 b,            Kepler-1596,      1,      1,    unknown,  1.900,   unknown, 5706.00,   0.92,2146.2300000
            Kepler-1597 b,            Kepler-1597,      1,      1,    unknown,  1.060,   unknown, 6377.00,   1.39,1221.0500000
            Kepler-1598 b,            Kepler-1598,      1,      1,    unknown,  0.950,   unknown, 5940.00,   1.09, 619.8620000
            Kepler-1599 b,            Kepler-1599,      1,      1,    unknown,  1.620,   unknown, 5767.00,   0.99,1328.2000000
              Kepler-16 b,              Kepler-16,      2,      1,   0.704800,  8.449, 105.83300, 4450.00,   0.65,  75.0852000
             Kepler-160 b,             Kepler-160,      1,      3,   0.055110,  1.715,   unknown, 5471.00,   1.12, 937.0130000
             Kepler-160 c,             Kepler-160,      1,      3,   0.119200,  3.760,   unknown, 5471.00,   1.12, 937.0130000
             Kepler-160 d,             Kepler-160,      1,      3,   0.170000,unknown, 100.00000, 5471.00,   1.12, 937.0130000
            Kepler-1600 b,            Kepler-1600,      1,      2,    unknown,  3.130,   unknown, 5214.00,   0.82,1030.8100000
            Kepler-1600 c,            Kepler-1600,      1,      2,    unknown,  1.942,   unknown, 5119.00,   0.83,1030.8100000
            Kepler-1601 b,            Kepler-1601,      1,      1,    unknown,  0.820,   unknown, 5869.00,   1.07, 644.4560000
            Kepler-1602 b,            Kepler-1602,      1,      1,    unknown,  1.340,   unknown, 6296.00,   1.36, 629.8040000
            Kepler-1603 b,            Kepler-1603,      1,      1,    unknown,  1.290,   unknown, 6241.00,   1.31,2712.5800000
            Kepler-1604 b,            Kepler-1604,      1,      1,    unknown,  1.410,   unknown, 4976.00,   0.76, 541.1890000
            Kepler-1605 b,            Kepler-1605,      1,      1,    unknown,  1.080,   unknown, 5280.00,   0.82, 546.2300000
            Kepler-1606 b,            Kepler-1606,      1,      1,    unknown,  2.070,   unknown, 5422.00,   0.86, 831.2870000
            Kepler-1607 b,            Kepler-1607,      1,      1,    unknown,  0.920,   unknown, 6116.00,   1.21,1286.1000000
            Kepler-1608 b,            Kepler-1608,      1,      1,    unknown,  1.730,   unknown, 4992.00,   0.72,     unknown
            Kepler-1609 b,            Kepler-1609,      1,      1,    unknown,  2.220,   unknown, 6132.00,   1.27,1826.0400000
             Kepler-161 b,             Kepler-161,      1,      2,   0.054000,  2.120,   unknown, 5078.00,   0.81, 434.6320000
             Kepler-161 c,             Kepler-161,      1,      2,   0.068000,  2.050,   unknown, 5078.00,   0.81, 434.6320000
            Kepler-1610 b,            Kepler-1610,      1,      1,    unknown,  1.610,   unknown, 5383.00,   0.87, 864.3310000
            Kepler-1611 b,            Kepler-1611,      1,      1,    unknown,  0.810,   unknown, 5605.00,   0.93, 908.4440000
            Kepler-1612 b,            Kepler-1612,      1,      1,    unknown,  1.030,   unknown, 5643.00,   0.94, 764.7260000
            Kepler-1613 b,            Kepler-1613,      1,      1,    unknown,  2.080,   unknown, 6005.00,   1.12,1508.3300000
            Kepler-1614 b,            Kepler-1614,      1,      1,    unknown,  1.490,   unknown, 5121.00,   0.76,1191.1900000
            Kepler-1615 b,            Kepler-1615,      1,      1,    unknown,  2.060,   unknown, 5865.00,   1.05,1393.8300000
            Kepler-1616 b,            Kepler-1616,      1,      1,    unknown,  1.020,   unknown, 6266.00,   1.34,1137.8100000
            Kepler-1617 b,            Kepler-1617,      1,      1,    unknown,  1.200,   unknown, 6167.00,   1.22, 898.3100000
            Kepler-1618 b,            Kepler-1618,      1,      1,    unknown,  1.260,   unknown, 6620.00,   1.65,1229.2500000
            Kepler-1619 b,            Kepler-1619,      1,      1,    unknown,  0.760,   unknown, 5852.00,   1.00, 734.8500000
             Kepler-162 b,             Kepler-162,      1,      2,   0.069000,  1.260,   unknown, 5816.00,   0.96, 855.6410000
             Kepler-162 c,             Kepler-162,      1,      2,   0.137000,  3.030,   unknown, 5816.00,   0.96, 855.6410000
            Kepler-1620 b,            Kepler-1620,      1,      1,    unknown,  1.610,   unknown, 6157.00,   1.23, 895.0690000
            Kepler-1621 b,            Kepler-1621,      1,      1,    unknown,  2.160,   unknown, 6158.00,   1.24,1631.6600000
            Kepler-1622 b,            Kepler-1622,      1,      1,    unknown,  1.470,   unknown, 6436.00,   1.50, 796.4770000
            Kepler-1623 b,            Kepler-1623,      1,      1,    unknown,  1.310,   unknown, 5772.00,   1.00, 837.4810000
            Kepler-1625 b,            Kepler-1625,      1,      1,    unknown,  6.060,   unknown, 5677.00,   0.94,2310.1100000
            Kepler-1626 b,            Kepler-1626,      1,      1,    unknown,  2.020,   unknown, 6826.00,   1.85,1368.8300000
            Kepler-1627 b,            Kepler-1627,      1,      1,    unknown,  3.690,   unknown, 5445.00,   0.84, 317.4370000
            Kepler-1629 b,            Kepler-1629,      1,      1,    unknown,  0.770,   unknown, 5776.00,   1.01, 336.0900000
             Kepler-163 b,             Kepler-163,      1,      2,   0.078000,  1.050,   unknown, 5776.00,   0.92, 689.8140000
             Kepler-163 c,             Kepler-163,      1,      2,   0.152000,  2.260,   unknown, 5776.00,   0.92, 689.8140000
            Kepler-1630 b,            Kepler-1630,      1,      1,    unknown,  2.190,   unknown, 4736.00,   0.63, 331.2130000
            Kepler-1631 b,            Kepler-1631,      1,      1,    unknown,  1.350,   unknown, 5679.00,   0.95,1305.9900000
            Kepler-1632 b,            Kepler-1632,      1,      1,    unknown,  2.470,   unknown, 6137.00,   1.19, 716.7600000
            Kepler-1633 b,            Kepler-1633,      1,      1,    unknown,  1.580,   unknown, 6256.00,   1.32,1114.9100000
            Kepler-1634 b,            Kepler-1634,      1,      1,    unknown,  3.190,   unknown, 5474.00,   0.89, 617.3390000
            Kepler-1635 b,            Kepler-1635,      1,      1,    unknown,  3.640,   unknown, 5347.00,   0.85,1069.4500000
            Kepler-1636 b,            Kepler-1636,      1,      1,    unknown,  3.230,   unknown, 5797.00,   1.02,1947.5400000
            Kepler-1637 b,            Kepler-1637,      1,      1,    unknown,  0.890,   unknown, 5789.00,   1.02, 567.1870000
            Kepler-1638 b,            Kepler-1638,      1,      1,    unknown,  1.870,   unknown, 5710.00,   0.95,1525.5200000
            Kepler-1639 b,            Kepler-1639,      1,      1,    unknown,  2.580,   unknown, 6150.00,   1.18,1031.3100000
             Kepler-164 b,             Kepler-164,      1,      3,   0.058000,  1.410,   unknown, 5888.00,   1.15, 890.7580000
             Kepler-164 c,             Kepler-164,      1,      3,   0.097000,  2.730,   unknown, 5888.00,   1.15, 890.7580000
             Kepler-164 d,             Kepler-164,      1,      3,   0.187000,  2.450,   unknown, 5888.00,   1.15, 890.7580000
            Kepler-1640 b,            Kepler-1640,      1,      1,    unknown,  4.820,   unknown, 6324.00,   1.43,1859.7800000
            Kepler-1641 b,            Kepler-1641,      1,      2,    unknown,  3.110,   unknown, 6152.00,   1.19, 860.3700000
            Kepler-1641 c,            Kepler-1641,      1,      2,    unknown,  2.950,   unknown, 6152.00,   1.19, 860.3700000
            Kepler-1642 b,            Kepler-1642,      1,      2,    unknown,  3.200,   unknown, 5355.00,   0.84, 413.8730000
